"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_bb","ev_call_bb","ev_raise_bb","mixed_ev_bb","best_ev_action","best_ev_bb","highest_frequency_action","highest_frequency","loss_if_fold_bb","loss_if_call_bb","loss_if_raise_bb","iteration","exploitability"
"As Kh Qd","3dKd","86,969","0,900623","0,099377","0","0","0,016847","-0,0931841","0,001674204319","C","0,016847","F","0,900623","0,016847","0","0,1100311","129","0,4568749964237213"
"As Kh Qd","3dAd","106,003","0","0,774212","0,225788","0","0,885997","0,880277","0,88470549264","C","0,885997","C","0,774212","0,885997","0","0,00571999999999995","129","0,4568749964237213"
"As Kh Qd","3h3s","155,605","1","0","0","0","-0,8204975","-1,164933","0","F","0","F","1","0","0,8204975","1,164933","129","0,4568749964237213"
"As Kh Qd","3h4h","143,261","1","0","0","0","-1,3321949","-1,498584","0","F","0","F","1","0","1,3321949","1,498584","129","0,4568749964237213"
"As Kh Qd","3h5h","130,172","1","0","0","0","-1,3612099","-1,5334652","0","F","0","F","1","0","1,3612099","1,5334652","129","0,4568749964237213"
"As Kh Qd","3h6h","86,1022","1","0","0","0","-1,5695015","-1,9603668","0","F","0","F","1","0","1,5695015","1,9603668","129","0,4568749964237213"
"As Kh Qd","3hAh","106,202","0","0,787693","0,212307","0","0,903695","0,892332","0,901282555559","C","0,903695","C","0,787693","0,903695","0","0,0113629999999999","129","0,4568749964237213"
"As Kh Qd","3s4s","144,753","1","0","0","0","-1,2781246","-1,3254234","0","F","0","F","1","0","1,2781246","1,3254234","129","0,4568749964237213"
"As Kh Qd","3s5s","131,288","1","0","0","0","-1,3072124","-1,3808567","0","F","0","F","1","0","1,3072124","1,3808567","129","0,4568749964237213"
"As Kh Qd","3s6s","86,8351","1","0","0","0","-1,5520294","-1,8326904","0","F","0","F","1","0","1,5520294","1,8326904","129","0,4568749964237213"
"As Kh Qd","3sKs","87,4347","0,391602","0,516212","0,092186","0","0,0538828","0,0283924","0,03043232974","C","0,0538828","C","0,516212","0,0538828","0","0,0254904","129","0,4568749964237213"
"As Kh Qd","4c4d","153,344","1","0","0","0","-0,8671741","-1,3014069","0","F","0","F","1","0","0,8671741","1,3014069","129","0,4568749964237213"
"As Kh Qd","4c4h","153,347","1","0","0","0","-0,8724567","-1,2989738","0","F","0","F","1","0","0,8724567","1,2989738","129","0,4568749964237213"
"As Kh Qd","4c4s","154,156","1","0","0","0","-0,8911495","-1,2926975","0","F","0","F","1","0","0,8911495","1,2926975","129","0,4568749964237213"
"As Kh Qd","4c5c","103,554","1","0","0","0","-1,7405582","-2,2270927","0","F","0","F","1","0","1,7405582","2,2270927","129","0,4568749964237213"
"As Kh Qd","4c6c","120,821","1","0","0","0","-1,9293938","-2,6885818","0","F","0","F","1","0","1,9293938","2,6885818","129","0,4568749964237213"
"As Kh Qd","4c7c","89,9413","1","0","0","0","-1,9551147","-2,7602081","0","F","0","F","1","0","1,9551147","2,7602081","129","0,4568749964237213"
"As Kh Qd","4cQc","18,5842","1","0","0","0","-0,7936852","-1,1194069","0","F","0","F","1","0","0,7936852","1,1194069","129","0,4568749964237213"
"As Kh Qd","4cKc","116,483","1","0","0","0","-0,6026318","-1,0147499","0","F","0","F","1","0","0,6026318","1,0147499","129","0,4568749964237213"
"As Kh Qd","4cAc","86,7623","0,147049","0,834495","0,018455","0","0,105811","0,0708664","0,089606589857","C","0,105811","C","0,834495","0,105811","0","0,0349446","129","0,4568749964237213"
"As Kh Qd","4d4h","153,456","1","0","0","0","-0,823991","-1,2186752","0","F","0","F","1","0","0,823991","1,2186752","129","0,4568749964237213"
"As Kh Qd","4d4s","154,264","1","0","0","0","-0,8407185","-1,2153584","0","F","0","F","1","0","0,8407185","1,2153584","129","0,4568749964237213"
"As Kh Qd","4d5d","103,646","1","0","0","0","-1,4112301","-1,5857964","0","F","0","F","1","0","1,4112301","1,5857964","129","0,4568749964237213"
"As Kh Qd","4d6d","120,898","1","0","0","0","-1,6208401","-2,0247257","0","F","0","F","1","0","1,6208401","2,0247257","129","0,4568749964237213"
"As Kh Qd","4d7d","90,0433","1","0","0","0","-1,6334946","-2,0878632","0","F","0","F","1","0","1,6334946","2,0878632","129","0,4568749964237213"
"As Kh Qd","4dKd","116,027","0,981365","0,018635","0","0","0,0094078","-0,1131981","0,000175314353","C","0,0094078","F","0,981365","0,0094078","0","0,1226059","129","0,4568749964237213"
"As Kh Qd","4dAd","87,1508","0","0,780652","0,219348","0","0,876504","0,876472","0,876496980864","C","0,876504","C","0,780652","0,876504","0","3,2000000000032E-05","129","0,4568749964237213"
"As Kh Qd","4h4s","154,266","1","0","0","0","-0,8455967","-1,2129639","0","F","0","F","1","0","0,8455967","1,2129639","129","0,4568749964237213"
"As Kh Qd","4h5h","103,918","1","0","0","0","-1,3684807","-1,5439991","0","F","0","F","1","0","1,3684807","1,5439991","129","0,4568749964237213"
"As Kh Qd","4h6h","121,209","1","0","0","0","-1,5849865","-1,990905","0","F","0","F","1","0","1,5849865","1,990905","129","0,4568749964237213"
"As Kh Qd","4h7h","90,1888","1","0","0","0","-1,6014633","-2,0629917","0","F","0","F","1","0","1,6014633","2,0629917","129","0,4568749964237213"
"As Kh Qd","4hQh","18,6175","1","0","0","0","-0,1390804","-0,2650558","0","F","0","F","1","0","0,1390804","0,2650558","129","0,4568749964237213"
"As Kh Qd","4hAh","87,3142","0","0,783668","0,216332","0","0,889377","0,887313","0,888930490752","C","0,889377","C","0,783668","0,889377","0","0,00206399999999995","129","0,4568749964237213"
"As Kh Qd","4s5s","104,823","1","0","0","0","-1,3188377","-1,3887558","0","F","0","F","1","0","1,3188377","1,3887558","129","0,4568749964237213"
"As Kh Qd","4s6s","122,26","1","0","0","0","-1,5681042","-1,859082","0","F","0","F","1","0","1,5681042","1,859082","129","0,4568749964237213"
"As Kh Qd","4s7s","91,0661","1","0","0","0","-1,5803516","-1,9186729","0","F","0","F","1","0","1,5803516","1,9186729","129","0,4568749964237213"
"As Kh Qd","4sQs","18,6902","0,963039","0,036961","0","0","0,0026556","-0,134901","9,81536316E-05","C","0,0026556","F","0,963039","0,0026556","0","0,1375566","129","0,4568749964237213"
"As Kh Qd","4sKs","116,653","0,568069","0,389032","0,042899","0","0,0268845","0,0163561","0,0111605911379","C","0,0268845","F","0,568069","0,0268845","0","0,0105284","129","0,4568749964237213"
"As Kh Qd","5c5d","146,279","1","0","0","0","-0,9017776","-1,4070316","0","F","0","F","1","0","0,9017776","1,4070316","129","0,4568749964237213"
"As Kh Qd","5c5h","146,663","1","0","0","0","-0,8956772","-1,381797","0","F","0","F","1","0","0,8956772","1,381797","129","0,4568749964237213"
"As Kh Qd","5c5s","147,18","1","0","0","0","-0,9259277","-1,3931953","0","F","0","F","1","0","0,9259277","1,3931953","129","0,4568749964237213"
"As Kh Qd","5c6c","100,088","1","0","0","0","-1,9530823","-2,7363342","0","F","0","F","1","0","1,9530823","2,7363342","129","0,4568749964237213"
"As Kh Qd","5c7c","124,91","1","0","0","0","-1,9888542","-2,8233704","0","F","0","F","1","0","1,9888542","2,8233704","129","0,4568749964237213"
"As Kh Qd","5c8c","112,081","1","0","0","0","-1,9964005","-2,8478672","0","F","0","F","1","0","1,9964005","2,8478672","129","0,4568749964237213"
"As Kh Qd","5c9c","14,8103","1","0","0","0","-2,0425488","-2,9948761","0","F","0","F","1","0","2,0425488","2,9948761","129","0,4568749964237213"
"As Kh Qd","5cQc","61,9899","1","0","0","0","-0,8099808","-1,168433","0","F","0","F","1","0","0,8099808","1,168433","129","0,4568749964237213"
"As Kh Qd","5cKc","117,5","1","0","0","0","-0,5964169","-1,0444656","0","F","0","F","1","0","0,5964169","1,0444656","129","0,4568749964237213"
"As Kh Qd","5cAc","81,9889","0,170152","0,82675","0,003098","0","0,118439","0,0379488","0,0980370086324","C","0,118439","C","0,82675","0,118439","0","0,0804902","129","0,4568749964237213"
"As Kh Qd","5d5h","146,632","1","0","0","0","-0,8414829","-1,3043861","0","F","0","F","1","0","0,8414829","1,3043861","129","0,4568749964237213"
"As Kh Qd","5d5s","147,145","1","0","0","0","-0,8692623","-1,32024","0","F","0","F","1","0","0,8692623","1,32024","129","0,4568749964237213"
"As Kh Qd","5d6d","100,111","1","0","0","0","-1,6343357","-2,0701496","0","F","0","F","1","0","1,6343357","2,0701496","129","0,4568749964237213"
"As Kh Qd","5d7d","124,937","1","0","0","0","-1,6580605","-2,1536785","0","F","0","F","1","0","1,6580605","2,1536785","129","0,4568749964237213"
"As Kh Qd","5d8d","112,114","1","0","0","0","-1,6532242","-2,1726387","0","F","0","F","1","0","1,6532242","2,1726387","129","0,4568749964237213"
"As Kh Qd","5d9d","14,9014","1","0","0","0","-1,6371948","-2,0871708","0","F","0","F","1","0","1,6371948","2,0871708","129","0,4568749964237213"
"As Kh Qd","5dKd","116,909","0,993527","0,006473","0","0","-0,0051228","-0,1460569","-3,31598844E-05","F","0","F","0,993527","0","0,0051228","0,1460569","129","0,4568749964237213"
"As Kh Qd","5dAd","82,327","0","0,874005","0,125995","0","0,854472","0,853696","0,85437422788","C","0,854472","C","0,874005","0,854472","0","0,000775999999999999","129","0,4568749964237213"
"As Kh Qd","5h5s","147,528","1","0","0","0","-0,8637867","-1,295472","0","F","0","F","1","0","0,8637867","1,295472","129","0,4568749964237213"
"As Kh Qd","5h6h","100,624","1","0","0","0","-1,5937843","-2,0104977","0","F","0","F","1","0","1,5937843","2,0104977","129","0,4568749964237213"
"As Kh Qd","5h7h","125,478","1","0","0","0","-1,6211872","-2,1011581","0","F","0","F","1","0","1,6211872","2,1011581","129","0,4568749964237213"
"As Kh Qd","5h8h","112,969","1","0","0","0","-1,6061581","-2,0846664","0","F","0","F","1","0","1,6061581","2,0846664","129","0,4568749964237213"
"As Kh Qd","5h9h","14,9221","1","0","0","0","-1,6100216","-2,0860367","0","F","0","F","1","0","1,6100216","2,0860367","129","0,4568749964237213"
"As Kh Qd","5hQh","62,2187","1","0","0","0","-0,152367","-0,2920029","0","F","0","F","1","0","0,152367","0,2920029","129","0,4568749964237213"
"As Kh Qd","5hAh","82,683","0","0,866291","0,133709","0","0,886986","0,884606","0,88666777258","C","0,886986","C","0,866291","0,886986","0","0,00237999999999994","129","0,4568749964237213"
"As Kh Qd","5s6s","101,321","1","0","0","0","-1,5807384","-1,8986828","0","F","0","F","1","0","1,5807384","1,8986828","129","0,4568749964237213"
"As Kh Qd","5s7s","126,462","1","0","0","0","-1,6071819","-1,9781609","0","F","0","F","1","0","1,6071819","1,9781609","129","0,4568749964237213"
"As Kh Qd","5s8s","113,485","1","0","0","0","-1,6025978","-1,9996483","0","F","0","F","1","0","1,6025978","1,9996483","129","0,4568749964237213"
"As Kh Qd","5s9s","14,9868","1","0","0","0","-1,5873474","-2,0192539","0","F","0","F","1","0","1,5873474","2,0192539","129","0,4568749964237213"
"As Kh Qd","5sQs","62,3365","0,996426","0,003574","0","0","-0,0065611","-0,1787846","-2,34493714E-05","F","0","F","0,996426","0","0,0065611","0,1787846","129","0,4568749964237213"
"As Kh Qd","5sKs","117,595","0,675047","0,321488","0,003465","0","0,014823","-0,0103609","0,0047295161055","C","0,014823","F","0,675047","0,014823","0","0,0251839","129","0,4568749964237213"
"As Kh Qd","6c6d","137,763","1","0","0","0","-1,0014645","-1,5510078","0","F","0","F","1","0","1,0014645","1,5510078","129","0,4568749964237213"
"As Kh Qd","6c6h","138,104","1","0","0","0","-0,9889709","-1,5261909","0","F","0","F","1","0","0,9889709","1,5261909","129","0,4568749964237213"
"As Kh Qd","6c6s","138,599","1","0","0","0","-1,0219791","-1,5371849","0","F","0","F","1","0","1,0219791","1,5371849","129","0,4568749964237213"
"As Kh Qd","6c7c","107,967","1","0","0","0","-2,0264683","-2,9068172","0","F","0","F","1","0","2,0264683","2,9068172","129","0,4568749964237213"
"As Kh Qd","6c8c","132,88","1","0","0","0","-2,0453079","-2,9483913","0","F","0","F","1","0","2,0453079","2,9483913","129","0,4568749964237213"
"As Kh Qd","6c9c","146,895","1","0","0","0","-2,0939018","-3,0975765","0","F","0","F","1","0","2,0939018","3,0975765","129","0,4568749964237213"
"As Kh Qd","6cTc","14,107","1","0","0","0","-0,6178413","-0,9309406","0","F","0","F","1","0","0,6178413","0,9309406","129","0,4568749964237213"
"As Kh Qd","6cQc","81,4814","1","0","0","0","-0,8433544","-1,257206","0","F","0","F","1","0","0,8433544","1,257206","129","0,4568749964237213"
"As Kh Qd","6cKc","116,454","1","0","0","0","-0,6401482","-1,1363659","0","F","0","F","1","0","0,6401482","1,1363659","129","0,4568749964237213"
"As Kh Qd","6cAc","100,495","0,224911","0,774723","0,000366","0","0,0880449","-0,0357143","0,0681973376289","C","0,0880449","C","0,774723","0,0880449","0","0,1237592","129","0,4568749964237213"
"As Kh Qd","6d6h","138,083","1","0","0","0","-0,9173378","-1,4458027","0","F","0","F","1","0","0,9173378","1,4458027","129","0,4568749964237213"
"As Kh Qd","6d6s","138,565","1","0","0","0","-0,9554176","-1,4630245","0","F","0","F","1","0","0,9554176","1,4630245","129","0,4568749964237213"
"As Kh Qd","6d7d","108,053","1","0","0","0","-1,6990623","-2,2265434","0","F","0","F","1","0","1,6990623","2,2265434","129","0,4568749964237213"
"As Kh Qd","6d8d","132,935","1","0","0","0","-1,7057613","-2,2666672","0","F","0","F","1","0","1,7057613","2,2666672","129","0,4568749964237213"
"As Kh Qd","6d9d","147,824","1","0","0","0","-1,6908363","-2,1818176","0","F","0","F","1","0","1,6908363","2,1818176","129","0,4568749964237213"
"As Kh Qd","6dTd","14,1281","1","0","0","0","-0,2030792","-0,1197592","0","F","0","F","1","0","0,2030792","0,1197592","129","0,4568749964237213"
"As Kh Qd","6dKd","115,89","1","0","0","0","-0,0642092","-0,2292284","0","F","0","F","1","0","0,0642092","0,2292284","129","0,4568749964237213"
"As Kh Qd","6dAd","100,91","0","0,939553","0,060447","0","0,799603","0,797845","0,799496734174","C","0,799603","C","0,939553","0,799603","0","0,00175800000000015","129","0,4568749964237213"
"As Kh Qd","6h6s","138,906","1","0","0","0","-0,9416424","-1,4384678","0","F","0","F","1","0","0,9416424","1,4384678","129","0,4568749964237213"
"As Kh Qd","6h7h","108,505","1","0","0","0","-1,6598057","-2,1745174","0","F","0","F","1","0","1,6598057","2,1745174","129","0,4568749964237213"
"As Kh Qd","6h8h","133,944","1","0","0","0","-1,6568996","-2,1779385","0","F","0","F","1","0","1,6568996","2,1779385","129","0,4568749964237213"
"As Kh Qd","6h9h","148,017","1","0","0","0","-1,6630512","-2,1807575","0","F","0","F","1","0","1,6630512","2,1807575","129","0,4568749964237213"
"As Kh Qd","6hTh","14,1542","1","0","0","0","-0,1284801","-0,073024","0","F","0","F","1","0","0,1284801","0,073024","129","0,4568749964237213"
"As Kh Qd","6hQh","81,7867","1","0","0","0","-0,1995657","-0,3746058","0","F","0","F","1","0","0,1995657","0,3746058","129","0,4568749964237213"
"As Kh Qd","6hAh","101,355","0","0,959737","0,040263","0","0,83593","0,834111","0,835856761603","C","0,83593","C","0,959737","0,83593","0","0,0018189999999999","129","0,4568749964237213"
"As Kh Qd","6s7s","109,353","1","0","0","0","-1,6434353","-2,0517014","0","F","0","F","1","0","1,6434353","2,0517014","129","0,4568749964237213"
"As Kh Qd","6s8s","134,543","1","0","0","0","-1,6540489","-2,0938576","0","F","0","F","1","0","1,6540489","2,0938576","129","0,4568749964237213"
"As Kh Qd","6s9s","148,644","1","0","0","0","-1,6428276","-2,1151806","0","F","0","F","1","0","1,6428276","2,1151806","129","0,4568749964237213"
"As Kh Qd","6sTs","14,1459","1","0","0","0","-0,108816","-0,080431","0","F","0","F","1","0","0,108816","0,080431","129","0,4568749964237213"
"As Kh Qd","6sQs","81,9314","1","0","0","0","-0,0283096","-0,2606373","0","F","0","F","1","0","0,0283096","0,2606373","129","0,4568749964237213"
"As Kh Qd","6sKs","116,549","0,783462","0,216485","5,3E-05","0","0,0018528","-0,0947218","0,0003960831526","C","0,0018528","F","0,783462","0,0018528","0","0,0965746","129","0,4568749964237213"
"As Kh Qd","7c7d","141,317","1","0","0","0","-1,0242908","-1,647596","0","F","0","F","1","0","1,0242908","1,647596","129","0,4568749964237213"
"As Kh Qd","7c7h","141,539","1","0","0","0","-1,013908","-1,6338509","0","F","0","F","1","0","1,013908","1,6338509","129","0,4568749964237213"
"As Kh Qd","7c7s","142,182","1","0","0","0","-1,0313812","-1,6326881","0","F","0","F","1","0","1,0313812","1,6326881","129","0,4568749964237213"
"As Kh Qd","7c8c","114,781","1","0","0","0","-2,0624577","-3,009684","0","F","0","F","1","0","2,0624577","3,009684","129","0,4568749964237213"
"As Kh Qd","7c9c","137,55","1","0","0","0","-2,1215851","-3,1738518","0","F","0","F","1","0","2,1215851","3,1738518","129","0,4568749964237213"
"As Kh Qd","7cTc","140,783","1","0","0","0","-0,6416969","-0,9954926","0","F","0","F","1","0","0,6416969","0,9954926","129","0,4568749964237213"
"As Kh Qd","7cJc","14,3538","1","0","0","0","-0,9223503","-1,1825073","0","F","0","F","1","0","0,9223503","1,1825073","129","0,4568749964237213"
"As Kh Qd","7cQc","84,8974","1","0","0","0","-0,8587208","-1,3228294","0","F","0","F","1","0","0,8587208","1,3228294","129","0,4568749964237213"
"As Kh Qd","7cKc","119,5","1","0","0","0","-0,6574104","-1,2139454","0","F","0","F","1","0","0,6574104","1,2139454","129","0,4568749964237213"
"As Kh Qd","7cAc","104,52","0,073323","0,926677","0","0","0,0889648","-0,0817032","0,0824416339696","C","0,0889648","C","0,926677","0,0889648","0","0,170668","129","0,4568749964237213"
"As Kh Qd","7d7h","141,552","1","0","0","0","-0,9326591","-1,5507095","0","F","0","F","1","0","0,9326591","1,5507095","129","0,4568749964237213"
"As Kh Qd","7d7s","142,193","1","0","0","0","-0,9562119","-1,5542713","0","F","0","F","1","0","0,9562119","1,5542713","129","0,4568749964237213"
"As Kh Qd","7d8d","114,928","1","0","0","0","-1,7082485","-2,3157742","0","F","0","F","1","0","1,7082485","2,3157742","129","0,4568749964237213"
"As Kh Qd","7d9d","138,494","1","0","0","0","-1,7031811","-2,2474697","0","F","0","F","1","0","1,7031811","2,2474697","129","0,4568749964237213"
"As Kh Qd","7dTd","141,068","1","0","0","0","-0,2345831","-0,1767668","0","F","0","F","1","0","0,2345831","0,1767668","129","0,4568749964237213"
"As Kh Qd","7dJd","14,3704","1","0","0","0","-0,542384","-0,3880121","0","F","0","F","1","0","0,542384","0,3880121","129","0,4568749964237213"
"As Kh Qd","7dKd","118,979","1","0","0","0","-0,0955767","-0,2971148","0","F","0","F","1","0","0,0955767","0,2971148","129","0,4568749964237213"
"As Kh Qd","7dAd","105,024","0","0,998268","0,001732","0","0,799879","0,774493","0,799835031448","C","0,799879","C","0,998268","0,799879","0","0,025386","129","0,4568749964237213"
"As Kh Qd","7h7s","142,411","1","0","0","0","-0,9440037","-1,5410057","0","F","0","F","1","0","0,9440037","1,5410057","129","0,4568749964237213"
"As Kh Qd","7h8h","115,665","1","0","0","0","-1,6650314","-2,2382912","0","F","0","F","1","0","1,6650314","2,2382912","129","0,4568749964237213"
"As Kh Qd","7h9h","138,537","1","0","0","0","-1,6799","-2,2562958","0","F","0","F","1","0","1,6799","2,2562958","129","0,4568749964237213"
"As Kh Qd","7hTh","141,185","1","0","0","0","-0,1646078","-0,1367983","0","F","0","F","1","0","0,1646078","0,1367983","129","0,4568749964237213"
"As Kh Qd","7hJh","14,3878","1","0","0","0","-0,5016533","-0,3851694","0","F","0","F","1","0","0,5016533","0,3851694","129","0,4568749964237213"
"As Kh Qd","7hQh","85,1733","1","0","0","0","-0,238549","-0,4409241","0","F","0","F","1","0","0,238549","0,4409241","129","0,4568749964237213"
"As Kh Qd","7hAh","105,385","0","0,998167","0,001833","0","0,832103","0,801354","0,832046637083","C","0,832103","C","0,998167","0,832103","0","0,0307489999999999","129","0,4568749964237213"
"As Kh Qd","7s8s","116,314","1","0","0","0","-1,6586918","-2,1409","0","F","0","F","1","0","1,6586918","2,1409","129","0,4568749964237213"
"As Kh Qd","7s9s","139,271","1","0","0","0","-1,6633186","-2,1777935","0","F","0","F","1","0","1,6633186","2,1777935","129","0,4568749964237213"
"As Kh Qd","7sTs","141,252","1","0","0","0","-0,1377256","-0,1340334","0","F","0","F","1","0","0,1377256","0,1340334","129","0,4568749964237213"
"As Kh Qd","7sJs","14,4521","1","0","0","0","-0,419462","-0,2640261","0","F","0","F","1","0","0,419462","0,2640261","129","0,4568749964237213"
"As Kh Qd","7sQs","85,4172","1","0","0","0","-0,0428606","-0,3120697","0","F","0","F","1","0","0,0428606","0,3120697","129","0,4568749964237213"
"As Kh Qd","7sKs","119,665","0,78581","0,21419","0","0","0,0039488","-0,1583452","0,000845793472","C","0,0039488","F","0,78581","0,0039488","0","0,162294","129","0,4568749964237213"
"As Kh Qd","8c8d","137,223","1","0","0","0","-1,0049419","-1,6878517","0","F","0","F","1","0","1,0049419","1,6878517","129","0,4568749964237213"
"As Kh Qd","8c8h","137,875","1","0","0","0","-0,9854069","-1,6390602","0","F","0","F","1","0","0,9854069","1,6390602","129","0,4568749964237213"
"As Kh Qd","8c8s","138,065","1","0","0","0","-1,0134567","-1,674329","0","F","0","F","1","0","1,0134567","1,674329","129","0,4568749964237213"
"As Kh Qd","8c9c","132,696","1","0","0","0","-2,1231758","-3,1920959","0","F","0","F","1","0","2,1231758","3,1920959","129","0,4568749964237213"
"As Kh Qd","8cTc","121,365","1","0","0","0","-0,643866","-1,01618","0","F","0","F","1","0","0,643866","1,01618","129","0,4568749964237213"
